val_loss,training_loss,val_accuracy,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
6.06457382440567,0.7016128233500889,0.6115107913669064,1753803326,,False,1,675ff_00028,2025-07-29_17-35-26,638.4822452068329,638.4822452068329,88492,Mac,127.0.0.1,638.4822452068329,1
