loss,val_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.15656523990344504,1.1676783936355994,1753514903,,False,1,36552_00004,2025-07-26_09-28-23,812.7785589694977,812.7785589694977,12937,Mac,127.0.0.1,812.7785589694977,1
