loss,val_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.04832327819684549,1.308075759944755,1753514875,,False,1,36552_00006,2025-07-26_09-27-55,785.4075000286102,785.4075000286102,12944,Mac,127.0.0.1,785.4075000286102,1
