val_loss,training_loss,val_accuracy,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
8.557296603918076,0.1748660446809871,0.697841726618705,1753535641,,False,1,9b86d_00003,2025-07-26_15-14-01,764.5630986690521,764.5630986690521,56782,Mac,127.0.0.1,764.5630986690521,1
