loss,val_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.07438062594438788,90.65129521558174,1753011710,,False,1,23ae2_00001,2025-07-20_13-41-50,2310.2792320251465,2310.2792320251465,38869,Bevans-MacBook-Pro.local,127.0.0.1,2310.2792320251465,1
