loss,val_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.6840571231312222,0.30560252883217554,1753007947,,False,1,4aa02_00002,2025-07-20_12-39-07,629.1980001926422,629.1980001926422,17630,Bevans-MacBook-Pro.local,127.0.0.1,629.1980001926422,1
