loss,val_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.1323889309083045,1.2841034337050385,1753014213,,False,1,858ad_00003,2025-07-20_14-23-33,782.4873080253601,782.4873080253601,59406,Mac,127.0.0.1,782.4873080253601,1
