val_loss,training_loss,val_accuracy,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
6.135576784610748,0.635803302696773,0.5467625899280576,1754139477,,False,1,9b255_00013,2025-08-02_14-57-57,748.8607840538025,748.8607840538025,89924,Bevans-MacBook-Pro.local,127.0.0.1,748.8607840538025,1
