CUDA Memory Cleared. Current VRAM Usage: 0.00 MB
On device cuda
Getting data loader crumb
Total unique classes found: 2
Label IDs: [0, 1]
Total images in dataset: 2003
Total batches: 86 (at batch size 16)

============================================================
Run 1/1  |  seed=42  |  results -> results/robust_classification/run_20260630_203607_seed42
============================================================

Training robust_classification for 200 epochs
  Batch   0 | t=[0,0] | loss=0.6800 | acc=8/16 | MISCLASSIFIED: [1] pred=1 true=0 t=0, [3] pred=0 true=1 t=0, [4] pred=0 true=1 t=0, [6] pred=0 true=1 t=0, [7] pred=0 true=1 t=0, [8] pred=0 true=1 t=0, [11] pred=1 true=0 t=0, [12] pred=1 true=0 t=0
  Batch  11 | t=[0,0] | loss=0.6306 | acc=12/16 | MISCLASSIFIED: [3] pred=0 true=1 t=0, [4] pred=0 true=1 t=0, [6] pred=0 true=1 t=0, [12] pred=0 true=1 t=0
  Batch  12 | t=[0,0] | loss=0.7688 | acc=4/16 | MISCLASSIFIED: [1] pred=0 true=1 t=0, [2] pred=0 true=1 t=0, [3] pred=0 true=1 t=0, [4] pred=0 true=1 t=0, [5] pred=0 true=1 t=0, [7] pred=1 true=0 t=0, [8] pred=0 true=1 t=0, [9] pred=0 true=1 t=0, [10] pred=0 true=1 t=0, [11] pred=0 true=1 t=0, [12] pred=1 true=0 t=0, [13] pred=0 true=1 t=0
  Batch  13 | t=[0,0] | loss=0.6974 | acc=6/16 | MISCLASSIFIED: [1] pred=1 true=0 t=0, [4] pred=0 true=1 t=0, [5] pred=0 true=1 t=0, [6] pred=1 true=0 t=0, [8] pred=1 true=0 t=0, [10] pred=1 true=0 t=0, [11] pred=0 true=1 t=0, [12] pred=0 true=1 t=0, [13] pred=0 true=1 t=0, [14] pred=1 true=0 t=0
  Batch  14 | t=[0,0] | loss=0.7980 | acc=6/16 | MISCLASSIFIED: [1] pred=1 true=0 t=0, [2] pred=1 true=0 t=0, [5] pred=1 true=0 t=0, [6] pred=1 true=0 t=0, [7] pred=1 true=0 t=0, [8] pred=1 true=0 t=0, [9] pred=1 true=0 t=0, [10] pred=1 true=0 t=0, [12] pred=1 true=0 t=0, [13] pred=1 true=0 t=0
  Batch  15 | t=[0,0] | loss=0.7930 | acc=6/16 | MISCLASSIFIED: [1] pred=1 true=0 t=0, [3] pred=1 true=0 t=0, [5] pred=1 true=0 t=0, [6] pred=1 true=0 t=0, [7] pred=1 true=0 t=0, [8] pred=1 true=0 t=0, [10] pred=1 true=0 t=0, [12] pred=1 true=0 t=0, [14] pred=1 true=0 t=0, [15] pred=1 true=0 t=0
  Batch  16 | t=[0,0] | loss=0.5823 | acc=9/16 | MISCLASSIFIED: [0] pred=1 true=0 t=0, [1] pred=1 true=0 t=0, [2] pred=1 true=0 t=0, [3] pred=1 true=0 t=0, [5] pred=1 true=0 t=0, [12] pred=1 true=0 t=0, [13] pred=1 true=0 t=0
  Batch  17 | t=[0,0] | loss=0.6283 | acc=11/16 | MISCLASSIFIED: [5] pred=0 true=1 t=0, [7] pred=1 true=0 t=0, [8] pred=1 true=0 t=0, [10] pred=1 true=0 t=0, [12] pred=0 true=1 t=0
  Batch  18 | t=[0,0] | loss=0.7366 | acc=7/16 | MISCLASSIFIED: [0] pred=0 true=1 t=0, [1] pred=0 true=1 t=0, [2] pred=0 true=1 t=0, [4] pred=0 true=1 t=0, [8] pred=0 true=1 t=0, [9] pred=1 true=0 t=0, [11] pred=1 true=0 t=0, [13] pred=0 true=1 t=0, [14] pred=0 true=1 t=0
  Batch  19 | t=[0,0] | loss=0.6387 | acc=13/16 | MISCLASSIFIED: [2] pred=0 true=1 t=0, [4] pred=0 true=1 t=0, [7] pred=1 true=0 t=0
  Batch  20 | t=[0,0] | loss=0.6083 | acc=13/16 | MISCLASSIFIED: [7] pred=1 true=0 t=0, [10] pred=1 true=0 t=0, [11] pred=0 true=1 t=0
  Batch  21 | t=[0,0] | loss=0.6243 | acc=11/16 | MISCLASSIFIED: [1] pred=0 true=1 t=0, [2] pred=0 true=1 t=0, [4] pred=0 true=1 t=0, [5] pred=0 true=1 t=0, [12] pred=0 true=1 t=0
  Batch  22 | t=[0,0] | loss=0.5670 | acc=12/16 | MISCLASSIFIED: [0] pred=0 true=1 t=0, [2] pred=1 true=0 t=0, [7] pred=0 true=1 t=0, [8] pred=0 true=1 t=0
  Batch  23 | t=[0,0] | loss=0.9138 | acc=6/16 | MISCLASSIFIED: [0] pred=0 true=1 t=0, [1] pred=0 true=1 t=0, [3] pred=0 true=1 t=0, [4] pred=0 true=1 t=0, [5] pred=0 true=1 t=0, [6] pred=0 true=1 t=0, [7] pred=0 true=1 t=0, [10] pred=0 true=1 t=0, [14] pred=0 true=1 t=0, [15] pred=0 true=1 t=0
  Batch  24 | t=[0,0] | loss=0.7022 | acc=8/16 | MISCLASSIFIED: [1] pred=0 true=1 t=0, [4] pred=0 true=1 t=0, [6] pred=0 true=1 t=0, [8] pred=0 true=1 t=0, [10] pred=0 true=1 t=0, [13] pred=0 true=1 t=0, [14] pred=0 true=1 t=0, [15] pred=0 true=1 t=0
  Batch  25 | t=[0,0] | loss=0.6975 | acc=10/16 | MISCLASSIFIED: [1] pred=1 true=0 t=0, [3] pred=0 true=1 t=0, [4] pred=0 true=1 t=0, [5] pred=1 true=0 t=0, [6] pred=0 true=1 t=0, [9] pred=0 true=1 t=0
  Batch  26 | t=[0,0] | loss=0.6253 | acc=10/16 | MISCLASSIFIED: [6] pred=0 true=1 t=0, [7] pred=0 true=1 t=0, [8] pred=1 true=0 t=0, [9] pred=0 true=1 t=0, [13] pred=0 true=1 t=0, [14] pred=1 true=0 t=0
  Batch  27 | t=[0,0] | loss=0.7934 | acc=7/16 | MISCLASSIFIED: [4] pred=1 true=0 t=0, [5] pred=1 true=0 t=0, [6] pred=1 true=0 t=0, [7] pred=1 true=0 t=0, [8] pred=1 true=0 t=0, [9] pred=1 true=0 t=0, [12] pred=1 true=0 t=0, [13] pred=1 true=0 t=0, [15] pred=1 true=0 t=0
  Batch  28 | t=[0,0] | loss=0.5165 | acc=13/16 | MISCLASSIFIED: [0] pred=1 true=0 t=0, [8] pred=1 true=0 t=0, [12] pred=1 true=0 t=0
  Batch  29 | t=[0,0] | loss=0.8235 | acc=9/16 | MISCLASSIFIED: [0] pred=1 true=0 t=0, [2] pred=1 true=0 t=0, [3] pred=1 true=0 t=0, [8] pred=1 true=0 t=0, [10] pred=1 true=0 t=0, [13] pred=1 true=0 t=0, [14] pred=1 true=0 t=0
  Batch  30 | t=[0,0] | loss=0.7098 | acc=8/16 | MISCLASSIFIED: [1] pred=1 true=0 t=0, [2] pred=1 true=0 t=0, [4] pred=1 true=0 t=0, [5] pred=1 true=0 t=0, [9] pred=1 true=0 t=0, [10] pred=1 true=0 t=0, [12] pred=1 true=0 t=0, [15] pred=1 true=0 t=0
  Batch  31 | t=[0,0] | loss=0.6240 | acc=10/16 | MISCLASSIFIED: [0] pred=1 true=0 t=0, [4] pred=0 true=1 t=0, [9] pred=0 true=1 t=0, [10] pred=1 true=0 t=0, [12] pred=1 true=0 t=0, [14] pred=1 true=0 t=0
  Batch  32 | t=[0,0] | loss=0.6392 | acc=10/16 | MISCLASSIFIED: [0] pred=0 true=1 t=0, [6] pred=1 true=0 t=0, [7] pred=1 true=0 t=0, [10] pred=1 true=0 t=0, [13] pred=0 true=1 t=0, [14] pred=1 true=0 t=0
  Batch  33 | t=[0,0] | loss=0.5885 | acc=9/16 | MISCLASSIFIED: [1] pred=0 true=1 t=0, [2] pred=0 true=1 t=0, [3] pred=1 true=0 t=0, [6] pred=0 true=1 t=0, [9] pred=0 true=1 t=0, [12] pred=0 true=1 t=0, [15] pred=0 true=1 t=0
  Batch  34 | t=[0,0] | loss=0.6547 | acc=10/16 | MISCLASSIFIED: [2] pred=0 true=1 t=0, [4] pred=0 true=1 t=0, [8] pred=0 true=1 t=0, [9] pred=1 true=0 t=0, [12] pred=0 true=1 t=0, [14] pred=1 true=0 t=0
  Batch  35 | t=[0,0] | loss=0.5742 | acc=13/16 | MISCLASSIFIED: [0] pred=0 true=1 t=0, [7] pred=0 true=1 t=0, [11] pred=1 true=0 t=0
  Batch  36 | t=[0,0] | loss=0.5656 | acc=11/16 | MISCLASSIFIED: [5] pred=1 true=0 t=0, [6] pred=1 true=0 t=0, [7] pred=0 true=1 t=0, [9] pred=0 true=1 t=0, [14] pred=0 true=1 t=0
  Batch  37 | t=[0,0] | loss=0.5191 | acc=14/16 | MISCLASSIFIED: [1] pred=0 true=1 t=0, [15] pred=1 true=0 t=0
  Batch  38 | t=[0,0] | loss=0.6252 | acc=10/16 | MISCLASSIFIED: [2] pred=1 true=0 t=0, [5] pred=1 true=0 t=0, [6] pred=1 true=0 t=0, [11] pred=1 true=0 t=0, [12] pred=1 true=0 t=0, [13] pred=1 true=0 t=0
  Batch  39 | t=[0,0] | loss=0.8140 | acc=6/16 | MISCLASSIFIED: [1] pred=0 true=1 t=0, [2] pred=1 true=0 t=0, [3] pred=1 true=0 t=0, [6] pred=1 true=0 t=0, [7] pred=1 true=0 t=0, [8] pred=0 true=1 t=0, [11] pred=1 true=0 t=0, [12] pred=0 true=1 t=0, [13] pred=0 true=1 t=0, [14] pred=1 true=0 t=0
  Batch  40 | t=[0,0] | loss=0.8073 | acc=8/16 | MISCLASSIFIED: [0] pred=0 true=1 t=0, [2] pred=1 true=0 t=0, [4] pred=1 true=0 t=0, [9] pred=1 true=0 t=0, [10] pred=1 true=0 t=0, [11] pred=1 true=0 t=0, [12] pred=1 true=0 t=0, [13] pred=1 true=0 t=0
  Batch  41 | t=[0,0] | loss=0.5779 | acc=11/16 | MISCLASSIFIED: [2] pred=1 true=0 t=0, [5] pred=1 true=0 t=0, [6] pred=1 true=0 t=0, [10] pred=1 true=0 t=0, [12] pred=1 true=0 t=0
  Batch  42 | t=[0,0] | loss=0.5804 | acc=11/16 | MISCLASSIFIED: [1] pred=1 true=0 t=0, [5] pred=0 true=1 t=0, [6] pred=0 true=1 t=0, [7] pred=0 true=1 t=0, [8] pred=0 true=1 t=0
  Batch  43 | t=[0,0] | loss=0.7269 | acc=12/16 | MISCLASSIFIED: [2] pred=0 true=1 t=0, [5] pred=0 true=1 t=0, [7] pred=1 true=0 t=0, [14] pred=1 true=0 t=0
  Batch  44 | t=[0,0] | loss=0.5517 | acc=12/16 | MISCLASSIFIED: [1] pred=0 true=1 t=0, [3] pred=0 true=1 t=0, [7] pred=0 true=1 t=0, [8] pred=0 true=1 t=0
  Batch  45 | t=[0,0] | loss=0.7326 | acc=8/16 | MISCLASSIFIED: [0] pred=0 true=1 t=0, [2] pred=1 true=0 t=0, [5] pred=1 true=0 t=0, [6] pred=0 true=1 t=0, [8] pred=0 true=1 t=0, [9] pred=0 true=1 t=0, [11] pred=1 true=0 t=0, [12] pred=1 true=0 t=0
  Batch  46 | t=[0,0] | loss=0.6269 | acc=10/16 | MISCLASSIFIED: [5] pred=0 true=1 t=0, [8] pred=0 true=1 t=0, [9] pred=0 true=1 t=0, [12] pred=0 true=1 t=0, [13] pred=0 true=1 t=0, [14] pred=0 true=1 t=0
  Batch  47 | t=[0,0] | loss=0.6217 | acc=11/16 | MISCLASSIFIED: [0] pred=0 true=1 t=0, [7] pred=0 true=1 t=0, [8] pred=0 true=1 t=0, [12] pred=0 true=1 t=0, [14] pred=1 true=0 t=0
  Batch  48 | t=[0,0] | loss=0.4169 | acc=15/16 | MISCLASSIFIED: [7] pred=1 true=0 t=0
  Batch  49 | t=[0,0] | loss=0.5820 | acc=12/16 | MISCLASSIFIED: [0] pred=1 true=0 t=0, [5] pred=0 true=1 t=0, [10] pred=0 true=1 t=0, [15] pred=1 true=0 t=0
  Batch  50 | t=[0,0] | loss=0.6823 | acc=9/16 | MISCLASSIFIED: [4] pred=1 true=0 t=0, [7] pred=1 true=0 t=0, [8] pred=1 true=0 t=0, [9] pred=1 true=0 t=0, [10] pred=1 true=0 t=0, [14] pred=1 true=0 t=0, [15] pred=1 true=0 t=0
  Batch  51 | t=[0,0] | loss=0.5233 | acc=13/16 | MISCLASSIFIED: [3] pred=0 true=1 t=0, [7] pred=1 true=0 t=0, [11] pred=1 true=0 t=0
  Batch  52 | t=[0,0] | loss=0.7416 | acc=10/16 | MISCLASSIFIED: [0] pred=1 true=0 t=0, [7] pred=1 true=0 t=0, [9] pred=0 true=1 t=0, [10] pred=1 true=0 t=0, [11] pred=1 true=0 t=0, [15] pred=1 true=0 t=0
  Batch  53 | t=[0,0] | loss=0.6197 | acc=11/16 | MISCLASSIFIED: [4] pred=1 true=0 t=0, [8] pred=1 true=0 t=0, [9] pred=0 true=1 t=0, [13] pred=0 true=1 t=0, [14] pred=0 true=1 t=0
  Batch  54 | t=[0,0] | loss=0.7252 | acc=8/16 | MISCLASSIFIED: [0] pred=1 true=0 t=0, [2] pred=0 true=1 t=0, [3] pred=0 true=1 t=0, [8] pred=0 true=1 t=0, [11] pred=1 true=0 t=0, [12] pred=0 true=1 t=0, [13] pred=0 true=1 t=0, [15] pred=1 true=0 t=0
  Batch  55 | t=[0,0] | loss=0.6639 | acc=9/16 | MISCLASSIFIED: [1] pred=1 true=0 t=0, [3] pred=0 true=1 t=0, [6] pred=0 true=1 t=0, [7] pred=1 true=0 t=0, [8] pred=0 true=1 t=0, [10] pred=1 true=0 t=0, [12] pred=1 true=0 t=0
  Batch  56 | t=[0,0] | loss=0.5680 | acc=11/16 | MISCLASSIFIED: [3] pred=0 true=1 t=0, [5] pred=0 true=1 t=0, [13] pred=0 true=1 t=0, [14] pred=1 true=0 t=0, [15] pred=0 true=1 t=0
  Batch  57 | t=[0,0] | loss=0.6687 | acc=9/16 | MISCLASSIFIED: [5] pred=1 true=0 t=0, [7] pred=1 true=0 t=0, [8] pred=1 true=0 t=0, [9] pred=0 true=1 t=0, [10] pred=1 true=0 t=0, [11] pred=0 true=1 t=0, [12] pred=0 true=1 t=0
  Batch  58 | t=[0,0] | loss=0.7921 | acc=8/16 | MISCLASSIFIED: [0] pred=1 true=0 t=0, [3] pred=0 true=1 t=0, [4] pred=0 true=1 t=0, [5] pred=0 true=1 t=0, [9] pred=0 true=1 t=0, [11] pred=0 true=1 t=0, [12] pred=0 true=1 t=0, [15] pred=0 true=1 t=0
  Batch  59 | t=[0,0] | loss=0.7777 | acc=10/16 | MISCLASSIFIED: [3] pred=0 true=1 t=0, [7] pred=0 true=1 t=0, [8] pred=0 true=1 t=0, [9] pred=0 true=1 t=0, [12] pred=0 true=1 t=0, [15] pred=0 true=1 t=0
  Batch  60 | t=[0,0] | loss=0.4320 | acc=15/16 | MISCLASSIFIED: [0] pred=0 true=1 t=0
  Batch  61 | t=[0,0] | loss=0.4992 | acc=12/16 | MISCLASSIFIED: [2] pred=1 true=0 t=0, [6] pred=0 true=1 t=0, [8] pred=0 true=1 t=0, [10] pred=1 true=0 t=0
  Batch  62 | t=[0,0] | loss=0.5382 | acc=13/16 | MISCLASSIFIED: [0] pred=0 true=1 t=0, [3] pred=0 true=1 t=0, [9] pred=0 true=1 t=0
  Batch  63 | t=[0,0] | loss=0.7146 | acc=9/16 | MISCLASSIFIED: [3] pred=0 true=1 t=0, [4] pred=1 true=0 t=0, [5] pred=1 true=0 t=0, [8] pred=1 true=0 t=0, [10] pred=0 true=1 t=0, [11] pred=1 true=0 t=0, [14] pred=1 true=0 t=0
  Batch  64 | t=[0,0] | loss=0.9746 | acc=6/16 | MISCLASSIFIED: [0] pred=1 true=0 t=0, [1] pred=1 true=0 t=0, [3] pred=1 true=0 t=0, [7] pred=1 true=0 t=0, [8] pred=1 true=0 t=0, [9] pred=1 true=0 t=0, [10] pred=1 true=0 t=0, [11] pred=1 true=0 t=0, [13] pred=1 true=0 t=0, [15] pred=1 true=0 t=0
  Batch  65 | t=[0,0] | loss=0.7218 | acc=10/16 | MISCLASSIFIED: [1] pred=0 true=1 t=0, [2] pred=1 true=0 t=0, [3] pred=1 true=0 t=0, [9] pred=1 true=0 t=0, [10] pred=1 true=0 t=0, [15] pred=1 true=0 t=0
  Batch  66 | t=[0,0] | loss=0.7117 | acc=11/16 | MISCLASSIFIED: [6] pred=1 true=0 t=0, [8] pred=1 true=0 t=0, [11] pred=1 true=0 t=0, [12] pred=0 true=1 t=0, [15] pred=0 true=1 t=0
  Batch  67 | t=[0,0] | loss=0.4867 | acc=13/16 | MISCLASSIFIED: [1] pred=0 true=1 t=0, [5] pred=1 true=0 t=0, [13] pred=0 true=1 t=0
  Batch  68 | t=[0,0] | loss=0.5622 | acc=12/16 | MISCLASSIFIED: [5] pred=1 true=0 t=0, [8] pred=0 true=1 t=0, [9] pred=0 true=1 t=0, [14] pred=0 true=1 t=0
  Batch  69 | t=[0,0] | loss=0.6163 | acc=11/16 | MISCLASSIFIED: [2] pred=0 true=1 t=0, [5] pred=1 true=0 t=0, [7] pred=0 true=1 t=0, [8] pred=0 true=1 t=0, [12] pred=0 true=1 t=0
  Batch  70 | t=[0,0] | loss=0.7721 | acc=7/16 | MISCLASSIFIED: [1] pred=0 true=1 t=0, [2] pred=0 true=1 t=0, [4] pred=0 true=1 t=0, [5] pred=0 true=1 t=0, [7] pred=0 true=1 t=0, [11] pred=0 true=1 t=0, [12] pred=0 true=1 t=0, [13] pred=0 true=1 t=0, [14] pred=0 true=1 t=0
  Batch  71 | t=[0,0] | loss=0.5230 | acc=12/16 | MISCLASSIFIED: [1] pred=0 true=1 t=0, [2] pred=0 true=1 t=0, [4] pred=1 true=0 t=0, [10] pred=0 true=1 t=0
  Batch  72 | t=[0,0] | loss=0.5991 | acc=11/16 | MISCLASSIFIED: [0] pred=0 true=1 t=0, [2] pred=1 true=0 t=0, [4] pred=0 true=1 t=0, [12] pred=1 true=0 t=0, [13] pred=0 true=1 t=0
  Batch  73 | t=[0,0] | loss=0.6908 | acc=11/16 | MISCLASSIFIED: [5] pred=1 true=0 t=0, [6] pred=1 true=0 t=0, [7] pred=1 true=0 t=0, [10] pred=1 true=0 t=0, [13] pred=1 true=0 t=0
  Batch  74 | t=[0,0] | loss=0.7377 | acc=10/16 | MISCLASSIFIED: [1] pred=1 true=0 t=0, [4] pred=1 true=0 t=0, [5] pred=0 true=1 t=0, [6] pred=1 true=0 t=0, [8] pred=1 true=0 t=0, [15] pred=0 true=1 t=0
  Batch  75 | t=[0,0] | loss=0.5612 | acc=12/16 | MISCLASSIFIED: [3] pred=1 true=0 t=0, [6] pred=1 true=0 t=0, [11] pred=1 true=0 t=0, [14] pred=1 true=0 t=0
  Batch  76 | t=[0,0] | loss=0.4480 | acc=14/16 | MISCLASSIFIED: [8] pred=1 true=0 t=0, [13] pred=0 true=1 t=0
  Batch  77 | t=[0,0] | loss=0.6372 | acc=10/16 | MISCLASSIFIED: [1] pred=1 true=0 t=0, [3] pred=1 true=0 t=0, [5] pred=1 true=0 t=0, [7] pred=1 true=0 t=0, [9] pred=1 true=0 t=0, [13] pred=1 true=0 t=0
  Batch  78 | t=[0,0] | loss=0.7645 | acc=9/16 | MISCLASSIFIED: [0] pred=1 true=0 t=0, [2] pred=1 true=0 t=0, [3] pred=1 true=0 t=0, [4] pred=0 true=1 t=0, [6] pred=1 true=0 t=0, [8] pred=0 true=1 t=0, [9] pred=1 true=0 t=0
  Batch  79 | t=[0,0] | loss=0.6626 | acc=10/16 | MISCLASSIFIED: [2] pred=1 true=0 t=0, [3] pred=1 true=0 t=0, [10] pred=1 true=0 t=0, [11] pred=1 true=0 t=0, [12] pred=0 true=1 t=0, [14] pred=0 true=1 t=0
  Batch  80 | t=[0,0] | loss=0.5502 | acc=11/16 | MISCLASSIFIED: [8] pred=1 true=0 t=0, [9] pred=0 true=1 t=0, [12] pred=1 true=0 t=0, [13] pred=1 true=0 t=0, [15] pred=1 true=0 t=0
  Batch  81 | t=[0,0] | loss=0.5495 | acc=12/16 | MISCLASSIFIED: [2] pred=0 true=1 t=0, [6] pred=1 true=0 t=0, [11] pred=1 true=0 t=0, [14] pred=0 true=1 t=0
  Batch  82 | t=[0,0] | loss=0.9095 | acc=8/16 | MISCLASSIFIED: [1] pred=0 true=1 t=0, [3] pred=1 true=0 t=0, [5] pred=0 true=1 t=0, [6] pred=0 true=1 t=0, [8] pred=0 true=1 t=0, [9] pred=0 true=1 t=0, [12] pred=0 true=1 t=0, [13] pred=1 true=0 t=0
  Batch  83 | t=[0,0] | loss=0.4636 | acc=12/16 | MISCLASSIFIED: [1] pred=0 true=1 t=0, [7] pred=0 true=1 t=0, [10] pred=1 true=0 t=0, [11] pred=0 true=1 t=0
  Batch  84 | t=[0,0] | loss=0.5884 | acc=11/16 | MISCLASSIFIED: [1] pred=0 true=1 t=0, [2] pred=0 true=1 t=0, [6] pred=0 true=1 t=0, [9] pred=0 true=1 t=0, [14] pred=0 true=1 t=0
  Batch  85 | t=[0,0] | loss=0.4467 | acc=10/14 | MISCLASSIFIED: [1] pred=0 true=1 t=0, [5] pred=1 true=0 t=0, [9] pred=0 true=1 t=0, [10] pred=1 true=0 t=0
Epoch 0 [warmup] | Loss: 0.6568 | Val Loss: 0.6659 | Val Acc: 60.6% | LR: 6.39e-04
--- Saved model to checkpoints/robust_classification/state.pt ---
--- Saved model to checkpoints/robust_classification_best/state.pt ---
  ** New best metric: 60.6% — saved to checkpoints/robust_classification_best
  Batch   0 | t=[0,4] | loss=0.4513 | acc=14/16 | MISCLASSIFIED: [10] pred=0 true=1 t=4, [14] pred=0 true=1 t=4
  Batch   1 | t=[0,4] | loss=0.6035 | acc=10/16 | MISCLASSIFIED: [2] pred=1 true=0 t=1, [3] pred=0 true=1 t=2, [4] pred=1 true=0 t=3, [8] pred=1 true=0 t=4, [10] pred=1 true=0 t=4, [11] pred=1 true=0 t=4
  Batch   2 | t=[0,4] | loss=0.4669 | acc=13/16 | MISCLASSIFIED: [2] pred=0 true=1 t=1, [7] pred=1 true=0 t=2, [12] pred=1 true=0 t=3
  Batch   3 | t=[0,4] | loss=0.9929 | acc=7/16 | MISCLASSIFIED: [1] pred=1 true=0 t=1, [2] pred=1 true=0 t=1, [5] pred=1 true=0 t=4, [6] pred=1 true=0 t=3, [7] pred=1 true=0 t=3, [8] pred=1 true=0 t=1, [10] pred=1 true=0 t=1, [11] pred=1 true=0 t=0, [14] pred=1 true=0 t=0
  Batch   4 | t=[0,4] | loss=0.5968 | acc=9/16 | MISCLASSIFIED: [5] pred=1 true=0 t=4, [6] pred=0 true=1 t=1, [9] pred=1 true=0 t=2, [11] pred=1 true=0 t=3, [12] pred=0 true=1 t=3, [13] pred=1 true=0 t=3, [15] pred=1 true=0 t=0
  Batch   5 | t=[1,4] | loss=0.6541 | acc=10/16 | MISCLASSIFIED: [1] pred=1 true=0 t=1, [3] pred=1 true=0 t=4, [7] pred=1 true=0 t=4, [8] pred=0 true=1 t=4, [9] pred=0 true=1 t=1, [10] pred=0 true=1 t=2
  Batch   6 | t=[0,4] | loss=0.5918 | acc=11/16 | MISCLASSIFIED: [1] pred=0 true=1 t=4, [4] pred=0 true=1 t=0, [7] pred=0 true=1 t=2, [9] pred=0 true=1 t=3, [14] pred=0 true=1 t=2
  Batch   7 | t=[0,4] | loss=0.8131 | acc=9/16 | MISCLASSIFIED: [1] pred=0 true=1 t=2, [2] pred=0 true=1 t=0, [4] pred=0 true=1 t=4, [6] pred=0 true=1 t=2, [9] pred=0 true=1 t=1, [12] pred=0 true=1 t=2, [15] pred=0 true=1 t=4
  Batch   8 | t=[0,4] | loss=0.7041 | acc=10/16 | MISCLASSIFIED: [3] pred=0 true=1 t=3, [7] pred=1 true=0 t=4, [10] pred=1 true=0 t=4, [11] pred=0 true=1 t=3, [12] pred=0 true=1 t=0, [15] pred=0 true=1 t=1
