CUDA Memory Cleared. Current VRAM Usage: 0.00 MB
On device cuda
Getting data loader crumb
Total unique classes found: 2
Label IDs: [0, 1]
Total images in dataset: 2003
Total batches: 86 (at batch size 16)

============================================================
Run 1/1  |  seed=42  |  results -> results/robust_classification/run_20260630_203607_seed42
============================================================

Training robust_classification for 200 epochs
  Batch   0 | t=[0,0] | loss=0.6800 | acc=8/16 | MISCLASSIFIED: [1] pred=1 true=0 t=0, [3] pred=0 true=1 t=0, [4] pred=0 true=1 t=0, [6] pred=0 true=1 t=0, [7] pred=0 true=1 t=0, [8] pred=0 true=1 t=0, [11] pred=1 true=0 t=0, [12] pred=1 true=0 t=0
  Batch  45 | t=[0,13] | loss=1.5092 | acc=7/16 | MISCLASSIFIED: [0] pred=1 true=0 t=0, [1] pred=1 true=0 t=9, [3] pred=1 true=0 t=7, [4] pred=1 true=0 t=5, [6] pred=1 true=0 t=1, [7] pred=1 true=0 t=5, [8] pred=1 true=0 t=12, [9] pred=1 true=0 t=10, [15] pred=1 true=0 t=13
  Batch  46 | t=[0,12] | loss=1.5539 | acc=8/16 | MISCLASSIFIED: [1] pred=1 true=0 t=12, [2] pred=1 true=0 t=10, [3] pred=1 true=0 t=7, [4] pred=1 true=0 t=3, [8] pred=1 true=0 t=11, [12] pred=1 true=0 t=1, [13] pred=1 true=0 t=2, [15] pred=1 true=0 t=5
  Batch  47 | t=[0,14] | loss=0.8473 | acc=11/16 | MISCLASSIFIED: [1] pred=1 true=0 t=14, [2] pred=0 true=1 t=0, [4] pred=0 true=1 t=0, [6] pred=1 true=0 t=1, [13] pred=0 true=1 t=2
  Batch  48 | t=[1,13] | loss=0.9349 | acc=10/16 | MISCLASSIFIED: [1] pred=0 true=1 t=1, [4] pred=1 true=0 t=6, [6] pred=0 true=1 t=2, [7] pred=0 true=1 t=5, [10] pred=0 true=1 t=2, [13] pred=1 true=0 t=2
  Batch  49 | t=[1,13] | loss=1.1200 | acc=7/16 | MISCLASSIFIED: [1] pred=0 true=1 t=13, [2] pred=0 true=1 t=6, [4] pred=0 true=1 t=13, [5] pred=0 true=1 t=11, [6] pred=0 true=1 t=7, [8] pred=0 true=1 t=8, [12] pred=0 true=1 t=10, [13] pred=0 true=1 t=1, [15] pred=1 true=0 t=9
  Batch  50 | t=[1,13] | loss=0.6811 | acc=8/16 | MISCLASSIFIED: [0] pred=0 true=1 t=6, [1] pred=0 true=1 t=12, [7] pred=0 true=1 t=3, [8] pred=1 true=0 t=1, [10] pred=0 true=1 t=8, [11] pred=1 true=0 t=5, [12] pred=0 true=1 t=13, [15] pred=0 true=1 t=12
  Batch  51 | t=[0,14] | loss=1.4956 | acc=7/16 | MISCLASSIFIED: [0] pred=0 true=1 t=3, [1] pred=0 true=1 t=12, [5] pred=0 true=1 t=7, [7] pred=0 true=1 t=8, [8] pred=0 true=1 t=13, [11] pred=0 true=1 t=1, [12] pred=1 true=0 t=6, [13] pred=0 true=1 t=2, [14] pred=0 true=1 t=0
  Batch  52 | t=[0,14] | loss=0.7234 | acc=9/16 | MISCLASSIFIED: [0] pred=0 true=1 t=10, [1] pred=1 true=0 t=9, [4] pred=0 true=1 t=7, [9] pred=1 true=0 t=0, [13] pred=0 true=1 t=14, [14] pred=0 true=1 t=10, [15] pred=1 true=0 t=10
  Batch  53 | t=[0,12] | loss=0.3742 | acc=14/16 | MISCLASSIFIED: [6] pred=1 true=0 t=0, [7] pred=1 true=0 t=2
  Batch  54 | t=[2,13] | loss=1.5489 | acc=9/16 | MISCLASSIFIED: [0] pred=1 true=0 t=10, [7] pred=1 true=0 t=6, [8] pred=1 true=0 t=12, [9] pred=1 true=0 t=5, [11] pred=1 true=0 t=4, [13] pred=1 true=0 t=3, [15] pred=1 true=0 t=11
  Batch  55 | t=[0,14] | loss=0.9418 | acc=12/16 | MISCLASSIFIED: [0] pred=1 true=0 t=5, [4] pred=1 true=0 t=1, [8] pred=0 true=1 t=5, [14] pred=1 true=0 t=0
  Batch  56 | t=[0,13] | loss=0.9947 | acc=9/16 | MISCLASSIFIED: [3] pred=1 true=0 t=12, [6] pred=1 true=0 t=0, [7] pred=1 true=0 t=0, [9] pred=1 true=0 t=12, [11] pred=1 true=0 t=5, [14] pred=1 true=0 t=11, [15] pred=1 true=0 t=13
  Batch  57 | t=[0,13] | loss=0.5562 | acc=13/16 | MISCLASSIFIED: [2] pred=0 true=1 t=12, [10] pred=1 true=0 t=5, [11] pred=1 true=0 t=6
  Batch  58 | t=[0,14] | loss=1.0135 | acc=9/16 | MISCLASSIFIED: [2] pred=0 true=1 t=14, [3] pred=0 true=1 t=4, [5] pred=0 true=1 t=12, [7] pred=0 true=1 t=12, [10] pred=0 true=1 t=13, [12] pred=1 true=0 t=4, [15] pred=0 true=1 t=13
  Batch  59 | t=[0,14] | loss=0.8573 | acc=8/16 | MISCLASSIFIED: [0] pred=0 true=1 t=2, [3] pred=0 true=1 t=13, [4] pred=0 true=1 t=7, [5] pred=0 true=1 t=0, [7] pred=1 true=0 t=11, [11] pred=1 true=0 t=9, [13] pred=0 true=1 t=14, [14] pred=0 true=1 t=13
  Batch  60 | t=[0,13] | loss=0.5507 | acc=12/16 | MISCLASSIFIED: [0] pred=0 true=1 t=10, [5] pred=0 true=1 t=6, [11] pred=1 true=0 t=4, [13] pred=0 true=1 t=7
  Batch  61 | t=[0,14] | loss=0.9376 | acc=11/16 | MISCLASSIFIED: [3] pred=0 true=1 t=0, [6] pred=0 true=1 t=2, [8] pred=1 true=0 t=9, [12] pred=1 true=0 t=7, [15] pred=0 true=1 t=0
  Batch  62 | t=[0,12] | loss=0.7055 | acc=12/16 | MISCLASSIFIED: [2] pred=1 true=0 t=11, [3] pred=1 true=0 t=11, [5] pred=1 true=0 t=2, [8] pred=1 true=0 t=9
  Batch  63 | t=[2,14] | loss=0.7776 | acc=10/16 | MISCLASSIFIED: [1] pred=0 true=1 t=3, [5] pred=1 true=0 t=2, [6] pred=0 true=1 t=3, [7] pred=1 true=0 t=12, [10] pred=0 true=1 t=3, [14] pred=0 true=1 t=2
  Batch  64 | t=[0,14] | loss=0.7256 | acc=11/16 | MISCLASSIFIED: [0] pred=1 true=0 t=8, [1] pred=1 true=0 t=8, [3] pred=1 true=0 t=8, [12] pred=1 true=0 t=11, [14] pred=1 true=0 t=7
  Batch  65 | t=[0,14] | loss=0.4351 | acc=12/16 | MISCLASSIFIED: [2] pred=1 true=0 t=6, [3] pred=0 true=1 t=4, [4] pred=0 true=1 t=2, [6] pred=0 true=1 t=0
  Batch  66 | t=[0,14] | loss=0.6158 | acc=10/16 | MISCLASSIFIED: [1] pred=1 true=0 t=13, [2] pred=1 true=0 t=3, [6] pred=1 true=0 t=5, [7] pred=1 true=0 t=6, [13] pred=1 true=0 t=10, [14] pred=1 true=0 t=8
  Batch  67 | t=[1,14] | loss=0.6435 | acc=11/16 | MISCLASSIFIED: [2] pred=1 true=0 t=14, [5] pred=1 true=0 t=13, [8] pred=1 true=0 t=8, [12] pred=1 true=0 t=6, [13] pred=0 true=1 t=9
  Batch  68 | t=[0,14] | loss=0.4493 | acc=11/16 | MISCLASSIFIED: [0] pred=1 true=0 t=14, [1] pred=0 true=1 t=11, [3] pred=0 true=1 t=1, [10] pred=0 true=1 t=6, [13] pred=1 true=0 t=11
  Batch  69 | t=[0,14] | loss=1.0135 | acc=7/16 | MISCLASSIFIED: [1] pred=0 true=1 t=13, [3] pred=0 true=1 t=4, [4] pred=0 true=1 t=12, [9] pred=0 true=1 t=10, [10] pred=0 true=1 t=10, [11] pred=0 true=1 t=4, [12] pred=0 true=1 t=9, [13] pred=0 true=1 t=9, [14] pred=0 true=1 t=0
  Batch  70 | t=[0,14] | loss=0.8111 | acc=7/16 | MISCLASSIFIED: [0] pred=0 true=1 t=10, [1] pred=0 true=1 t=3, [3] pred=0 true=1 t=0, [5] pred=0 true=1 t=0, [7] pred=0 true=1 t=14, [8] pred=0 true=1 t=11, [9] pred=0 true=1 t=4, [11] pred=0 true=1 t=8, [12] pred=0 true=1 t=13
  Batch  71 | t=[0,13] | loss=0.4262 | acc=13/16 | MISCLASSIFIED: [0] pred=1 true=0 t=4, [4] pred=1 true=0 t=0, [15] pred=1 true=0 t=10
  Batch  72 | t=[0,14] | loss=0.6617 | acc=10/16 | MISCLASSIFIED: [0] pred=1 true=0 t=5, [3] pred=1 true=0 t=12, [7] pred=1 true=0 t=9, [9] pred=1 true=0 t=0, [12] pred=1 true=0 t=8, [13] pred=1 true=0 t=13
  Batch  73 | t=[0,13] | loss=0.8138 | acc=9/16 | MISCLASSIFIED: [2] pred=1 true=0 t=10, [7] pred=1 true=0 t=3, [8] pred=0 true=1 t=5, [9] pred=1 true=0 t=6, [11] pred=0 true=1 t=12, [12] pred=1 true=0 t=9, [14] pred=1 true=0 t=11
  Batch  74 | t=[1,14] | loss=0.6283 | acc=13/16 | MISCLASSIFIED: [4] pred=0 true=1 t=6, [12] pred=1 true=0 t=14, [15] pred=1 true=0 t=3
  Batch  75 | t=[0,13] | loss=0.6268 | acc=12/16 | MISCLASSIFIED: [1] pred=0 true=1 t=13, [6] pred=1 true=0 t=2, [12] pred=1 true=0 t=0, [14] pred=1 true=0 t=2
  Batch  76 | t=[0,12] | loss=0.6280 | acc=10/16 | MISCLASSIFIED: [0] pred=1 true=0 t=2, [4] pred=1 true=0 t=7, [5] pred=0 true=1 t=6, [12] pred=0 true=1 t=1, [13] pred=1 true=0 t=0, [14] pred=0 true=1 t=2
  Batch  77 | t=[0,14] | loss=0.5732 | acc=12/16 | MISCLASSIFIED: [3] pred=1 true=0 t=6, [4] pred=0 true=1 t=12, [13] pred=0 true=1 t=11, [15] pred=0 true=1 t=4
  Batch  78 | t=[0,12] | loss=0.3537 | acc=15/16 | MISCLASSIFIED: [14] pred=0 true=1 t=7
  Batch  79 | t=[1,14] | loss=0.5288 | acc=10/16 | MISCLASSIFIED: [3] pred=0 true=1 t=14, [6] pred=0 true=1 t=4, [7] pred=0 true=1 t=6, [8] pred=1 true=0 t=14, [12] pred=0 true=1 t=9, [14] pred=0 true=1 t=4
  Batch  80 | t=[0,13] | loss=0.9089 | acc=9/16 | MISCLASSIFIED: [2] pred=0 true=1 t=13, [6] pred=1 true=0 t=3, [7] pred=1 true=0 t=1, [9] pred=1 true=0 t=9, [12] pred=0 true=1 t=10, [14] pred=1 true=0 t=6, [15] pred=1 true=0 t=3
  Batch  81 | t=[2,14] | loss=0.6029 | acc=10/16 | MISCLASSIFIED: [0] pred=1 true=0 t=11, [6] pred=0 true=1 t=10, [7] pred=1 true=0 t=8, [11] pred=1 true=0 t=12, [13] pred=1 true=0 t=8, [14] pred=1 true=0 t=12
  Batch  82 | t=[1,14] | loss=0.4247 | acc=13/16 | MISCLASSIFIED: [2] pred=0 true=1 t=10, [11] pred=1 true=0 t=2, [13] pred=0 true=1 t=2
  Batch  83 | t=[0,14] | loss=0.6108 | acc=12/16 | MISCLASSIFIED: [4] pred=0 true=1 t=8, [5] pred=1 true=0 t=6, [7] pred=0 true=1 t=7, [12] pred=0 true=1 t=3
  Batch  84 | t=[1,12] | loss=0.6785 | acc=9/16 | MISCLASSIFIED: [2] pred=1 true=0 t=7, [4] pred=0 true=1 t=5, [6] pred=0 true=1 t=4, [7] pred=0 true=1 t=10, [8] pred=0 true=1 t=11, [10] pred=0 true=1 t=6, [13] pred=0 true=1 t=6
  Batch  85 | t=[0,13] | loss=1.0688 | acc=5/14 | MISCLASSIFIED: [0] pred=0 true=1 t=5, [2] pred=0 true=1 t=1, [3] pred=0 true=1 t=0, [4] pred=0 true=1 t=4, [5] pred=0 true=1 t=1, [8] pred=0 true=1 t=10, [9] pred=0 true=1 t=13, [12] pred=0 true=1 t=6, [13] pred=0 true=1 t=5
Epoch 3 [warmup] | Loss: 0.7652 | Val Loss: 0.6921 | Val Acc: 54.2% | LR: 2.56e-03
--- Saved model to checkpoints/robust_classification/state.pt ---
  Batch   0 | t=[1,19] | loss=0.4861 | acc=12/16 | MISCLASSIFIED: [6] pred=0 true=1 t=8, [7] pred=0 true=1 t=1, [8] pred=1 true=0 t=12, [10] pred=1 true=0 t=7
  Batch   1 | t=[2,19] | loss=0.9164 | acc=9/16 | MISCLASSIFIED: [3] pred=1 true=0 t=13, [4] pred=1 true=0 t=19, [6] pred=1 true=0 t=10, [7] pred=1 true=0 t=6, [8] pred=1 true=0 t=19, [10] pred=1 true=0 t=12, [11] pred=1 true=0 t=13
  Batch   2 | t=[0,18] | loss=1.0263 | acc=8/16 | MISCLASSIFIED: [1] pred=1 true=0 t=1, [3] pred=1 true=0 t=0, [4] pred=1 true=0 t=18, [8] pred=1 true=0 t=0, [11] pred=1 true=0 t=4, [13] pred=1 true=0 t=12, [14] pred=1 true=0 t=11, [15] pred=1 true=0 t=0
  Batch   3 | t=[1,19] | loss=0.7784 | acc=11/16 | MISCLASSIFIED: [0] pred=1 true=0 t=13, [4] pred=1 true=0 t=2, [7] pred=1 true=0 t=12, [8] pred=1 true=0 t=6, [11] pred=0 true=1 t=1
  Batch   4 | t=[2,18] | loss=0.8190 | acc=12/16 | MISCLASSIFIED: [0] pred=1 true=0 t=8, [8] pred=1 true=0 t=15, [11] pred=0 true=1 t=8, [15] pred=1 true=0 t=15
  Batch   5 | t=[0,17] | loss=0.7647 | acc=13/16 | MISCLASSIFIED: [1] pred=0 true=1 t=6, [2] pred=0 true=1 t=2, [10] pred=0 true=1 t=0
  Batch   6 | t=[1,19] | loss=0.9122 | acc=9/16 | MISCLASSIFIED: [0] pred=0 true=1 t=15, [3] pred=0 true=1 t=4, [5] pred=0 true=1 t=19, [6] pred=0 true=1 t=3, [8] pred=0 true=1 t=1, [11] pred=0 true=1 t=2, [12] pred=0 true=1 t=15
  Batch   7 | t=[0,18] | loss=0.7363 | acc=9/16 | MISCLASSIFIED: [2] pred=0 true=1 t=13, [3] pred=0 true=1 t=0, [5] pred=0 true=1 t=11, [6] pred=0 true=1 t=16, [7] pred=0 true=1 t=4, [8] pred=0 true=1 t=6, [9] pred=0 true=1 t=1
  Batch   8 | t=[0,18] | loss=0.5228 | acc=12/16 | MISCLASSIFIED: [3] pred=1 true=0 t=14, [4] pred=1 true=0 t=0, [6] pred=1 true=0 t=18, [7] pred=1 true=0 t=8
  Batch   9 | t=[0,18] | loss=0.8102 | acc=11/16 | MISCLASSIFIED: [0] pred=1 true=0 t=5, [3] pred=1 true=0 t=13, [7] pred=1 true=0 t=4, [12] pred=0 true=1 t=17, [15] pred=1 true=0 t=3
  Batch  10 | t=[0,17] | loss=0.5790 | acc=13/16 | MISCLASSIFIED: [0] pred=1 true=0 t=1, [6] pred=1 true=0 t=9, [9] pred=1 true=0 t=17
  Batch  11 | t=[0,19] | loss=0.5089 | acc=11/16 | MISCLASSIFIED: [0] pred=1 true=0 t=0, [5] pred=1 true=0 t=1, [7] pred=1 true=0 t=11, [10] pred=1 true=0 t=5, [14] pred=0 true=1 t=7
  Batch  12 | t=[0,19] | loss=0.7147 | acc=13/16 | MISCLASSIFIED: [6] pred=0 true=1 t=17, [7] pred=1 true=0 t=16, [10] pred=0 true=1 t=19
  Batch  13 | t=[0,18] | loss=1.3775 | acc=7/16 | MISCLASSIFIED: [0] pred=0 true=1 t=0, [2] pred=1 true=0 t=3, [4] pred=0 true=1 t=9, [5] pred=1 true=0 t=6, [7] pred=0 true=1 t=7, [11] pred=1 true=0 t=16, [12] pred=0 true=1 t=11, [13] pred=0 true=1 t=5, [15] pred=0 true=1 t=4
  Batch  14 | t=[1,19] | loss=0.5809 | acc=12/16 | MISCLASSIFIED: [5] pred=1 true=0 t=13, [6] pred=1 true=0 t=1, [8] pred=1 true=0 t=9, [13] pred=1 true=0 t=19
  Batch  15 | t=[0,19] | loss=0.8726 | acc=11/16 | MISCLASSIFIED: [1] pred=1 true=0 t=1, [4] pred=1 true=0 t=8, [5] pred=1 true=0 t=8, [6] pred=1 true=0 t=19, [13] pred=1 true=0 t=7
  Batch  16 | t=[0,19] | loss=0.8682 | acc=9/16 | MISCLASSIFIED: [0] pred=1 true=0 t=6, [2] pred=0 true=1 t=18, [4] pred=1 true=0 t=14, [7] pred=1 true=0 t=11, [8] pred=1 true=0 t=4, [12] pred=1 true=0 t=13, [15] pred=0 true=1 t=15
  Batch  17 | t=[0,19] | loss=0.6570 | acc=11/16 | MISCLASSIFIED: [1] pred=0 true=1 t=17, [6] pred=0 true=1 t=0, [8] pred=0 true=1 t=2, [14] pred=0 true=1 t=0, [15] pred=0 true=1 t=7
  Batch  18 | t=[1,17] | loss=0.7856 | acc=6/16 | MISCLASSIFIED: [0] pred=0 true=1 t=12, [3] pred=0 true=1 t=2, [4] pred=0 true=1 t=2, [5] pred=0 true=1 t=1, [9] pred=0 true=1 t=8, [10] pred=0 true=1 t=8, [12] pred=0 true=1 t=9, [13] pred=0 true=1 t=15, [14] pred=0 true=1 t=12, [15] pred=0 true=1 t=17
  Batch  19 | t=[0,18] | loss=0.6999 | acc=10/16 | MISCLASSIFIED: [0] pred=0 true=1 t=15, [1] pred=0 true=1 t=6, [4] pred=0 true=1 t=17, [7] pred=0 true=1 t=0, [12] pred=0 true=1 t=13, [14] pred=0 true=1 t=17
  Batch  20 | t=[0,18] | loss=0.5428 | acc=12/16 | MISCLASSIFIED: [2] pred=1 true=0 t=3, [6] pred=1 true=0 t=15, [8] pred=1 true=0 t=2, [9] pred=0 true=1 t=18
  Batch  21 | t=[0,19] | loss=1.0903 | acc=10/16 | MISCLASSIFIED: [0] pred=1 true=0 t=12, [2] pred=1 true=0 t=16, [6] pred=1 true=0 t=2, [9] pred=1 true=0 t=9, [11] pred=1 true=0 t=5, [14] pred=1 true=0 t=0
  Batch  22 | t=[0,19] | loss=1.0515 | acc=8/16 | MISCLASSIFIED: [5] pred=1 true=0 t=19, [6] pred=1 true=0 t=13, [7] pred=1 true=0 t=1, [8] pred=1 true=0 t=9, [9] pred=1 true=0 t=11, [12] pred=1 true=0 t=14, [13] pred=1 true=0 t=13, [15] pred=1 true=0 t=11
  Batch  23 | t=[0,18] | loss=0.6942 | acc=8/16 | MISCLASSIFIED: [1] pred=1 true=0 t=14, [3] pred=1 true=0 t=7, [4] pred=0 true=1 t=5, [5] pred=1 true=0 t=18, [7] pred=0 true=1 t=7, [8] pred=1 true=0 t=1, [12] pred=0 true=1 t=6, [13] pred=1 true=0 t=14
  Batch  24 | t=[3,19] | loss=0.6281 | acc=10/16 | MISCLASSIFIED: [1] pred=0 true=1 t=16, [7] pred=0 true=1 t=12, [8] pred=0 true=1 t=14, [10] pred=0 true=1 t=14, [12] pred=0 true=1 t=19, [15] pred=1 true=0 t=3
  Batch  25 | t=[0,18] | loss=0.3977 | acc=13/16 | MISCLASSIFIED: [1] pred=0 true=1 t=0, [5] pred=0 true=1 t=10, [7] pred=0 true=1 t=0
  Batch  26 | t=[1,18] | loss=0.7772 | acc=8/16 | MISCLASSIFIED: [3] pred=0 true=1 t=17, [6] pred=0 true=1 t=2, [7] pred=0 true=1 t=2, [8] pred=0 true=1 t=17, [10] pred=0 true=1 t=18, [11] pred=0 true=1 t=7, [12] pred=0 true=1 t=10, [15] pred=0 true=1 t=1
  Batch  27 | t=[0,19] | loss=0.5296 | acc=10/16 | MISCLASSIFIED: [1] pred=0 true=1 t=13, [2] pred=0 true=1 t=1, [4] pred=0 true=1 t=8, [7] pred=1 true=0 t=8, [9] pred=0 true=1 t=19, [10] pred=0 true=1 t=18
  Batch  28 | t=[0,19] | loss=0.5711 | acc=10/16 | MISCLASSIFIED: [4] pred=1 true=0 t=9, [5] pred=0 true=1 t=16, [7] pred=1 true=0 t=18, [8] pred=1 true=0 t=17, [13] pred=0 true=1 t=11, [14] pred=1 true=0 t=6
  Batch  29 | t=[1,18] | loss=1.2512 | acc=8/16 | MISCLASSIFIED: [0] pred=1 true=0 t=13, [2] pred=1 true=0 t=10, [6] pred=1 true=0 t=18, [7] pred=1 true=0 t=6, [11] pred=0 true=1 t=14, [12] pred=0 true=1 t=12, [13] pred=1 true=0 t=14, [15] pred=1 true=0 t=16
  Batch  30 | t=[0,18] | loss=0.9145 | acc=10/16 | MISCLASSIFIED: [0] pred=1 true=0 t=9, [1] pred=1 true=0 t=14, [2] pred=0 true=1 t=0, [11] pred=1 true=0 t=16, [13] pred=1 true=0 t=12, [14] pred=1 true=0 t=8
  Batch  31 | t=[2,17] | loss=0.7945 | acc=11/16 | MISCLASSIFIED: [2] pred=1 true=0 t=10, [6] pred=1 true=0 t=14, [10] pred=1 true=0 t=8, [13] pred=1 true=0 t=4, [14] pred=1 true=0 t=7
  Batch  32 | t=[1,19] | loss=1.5533 | acc=8/16 | MISCLASSIFIED: [0] pred=1 true=0 t=6, [1] pred=1 true=0 t=15, [2] pred=1 true=0 t=5, [3] pred=1 true=0 t=16, [5] pred=0 true=1 t=11, [8] pred=1 true=0 t=15, [9] pred=0 true=1 t=16, [13] pred=1 true=0 t=17
  Batch  33 | t=[1,17] | loss=0.4042 | acc=14/16 | MISCLASSIFIED: [4] pred=0 true=1 t=17, [12] pred=1 true=0 t=14
  Batch  34 | t=[0,19] | loss=1.0787 | acc=9/16 | MISCLASSIFIED: [0] pred=0 true=1 t=17, [1] pred=0 true=1 t=10, [3] pred=1 true=0 t=4, [4] pred=0 true=1 t=0, [5] pred=0 true=1 t=10, [12] pred=0 true=1 t=18, [14] pred=0 true=1 t=14
  Batch  35 | t=[0,18] | loss=0.9297 | acc=9/16 | MISCLASSIFIED: [1] pred=0 true=1 t=7, [2] pred=0 true=1 t=3, [3] pred=0 true=1 t=10, [4] pred=0 true=1 t=8, [10] pred=0 true=1 t=7, [12] pred=0 true=1 t=9, [14] pred=0 true=1 t=18
  Batch  36 | t=[1,19] | loss=0.9148 | acc=11/16 | MISCLASSIFIED: [1] pred=0 true=1 t=7, [2] pred=0 true=1 t=5, [10] pred=1 true=0 t=13, [13] pred=0 true=1 t=4, [15] pred=0 true=1 t=14
  Batch  37 | t=[0,19] | loss=0.5915 | acc=11/16 | MISCLASSIFIED: [5] pred=0 true=1 t=15, [8] pred=0 true=1 t=10, [9] pred=0 true=1 t=18, [13] pred=1 true=0 t=0, [15] pred=0 true=1 t=14
  Batch  38 | t=[0,19] | loss=0.8514 | acc=9/16 | MISCLASSIFIED: [0] pred=1 true=0 t=19, [2] pred=0 true=1 t=17, [4] pred=0 true=1 t=10, [7] pred=0 true=1 t=13, [8] pred=1 true=0 t=4, [14] pred=0 true=1 t=14, [15] pred=1 true=0 t=0
  Batch  39 | t=[0,17] | loss=0.8342 | acc=8/16 | MISCLASSIFIED: [1] pred=1 true=0 t=9, [2] pred=1 true=0 t=9, [3] pred=1 true=0 t=9, [6] pred=1 true=0 t=16, [9] pred=1 true=0 t=14, [10] pred=1 true=0 t=15, [11] pred=1 true=0 t=12, [14] pred=1 true=0 t=5
  Batch  40 | t=[1,19] | loss=1.0955 | acc=6/16 | MISCLASSIFIED: [0] pred=1 true=0 t=16, [2] pred=1 true=0 t=10, [5] pred=1 true=0 t=4, [6] pred=1 true=0 t=5, [8] pred=1 true=0 t=19, [9] pred=1 true=0 t=2, [10] pred=1 true=0 t=11, [13] pred=1 true=0 t=15, [14] pred=1 true=0 t=10, [15] pred=1 true=0 t=14
  Batch  41 | t=[1,19] | loss=0.4909 | acc=13/16 | MISCLASSIFIED: [2] pred=1 true=0 t=3, [4] pred=0 true=1 t=16, [6] pred=1 true=0 t=17
  Batch  42 | t=[2,16] | loss=1.0712 | acc=8/16 | MISCLASSIFIED: [1] pred=0 true=1 t=9, [3] pred=0 true=1 t=8, [4] pred=0 true=1 t=7, [6] pred=0 true=1 t=13, [7] pred=0 true=1 t=4, [8] pred=0 true=1 t=7, [12] pred=0 true=1 t=13, [15] pred=0 true=1 t=5
  Batch  43 | t=[0,19] | loss=0.6564 | acc=10/16 | MISCLASSIFIED: [1] pred=0 true=1 t=19, [3] pred=0 true=1 t=17, [4] pred=0 true=1 t=0, [5] pred=0 true=1 t=18, [7] pred=0 true=1 t=12, [12] pred=0 true=1 t=11
  Batch  44 | t=[1,19] | loss=1.3724 | acc=4/16 | MISCLASSIFIED: [0] pred=0 true=1 t=1, [1] pred=0 true=1 t=16, [2] pred=0 true=1 t=12, [3] pred=0 true=1 t=5, [6] pred=1 true=0 t=4, [7] pred=0 true=1 t=11, [8] pred=0 true=1 t=1, [9] pred=1 true=0 t=19, [11] pred=0 true=1 t=12, [13] pred=1 true=0 t=2, [14] pred=0 true=1 t=9, [15] pred=0 true=1 t=13
  Batch  45 | t=[0,18] | loss=0.5501 | acc=11/16 | MISCLASSIFIED: [4] pred=0 true=1 t=15, [5] pred=1 true=0 t=15, [6] pred=0 true=1 t=13, [9] pred=0 true=1 t=3, [14] pred=0 true=1 t=13
  Batch  46 | t=[0,19] | loss=1.0770 | acc=10/16 | MISCLASSIFIED: [1] pred=1 true=0 t=6, [2] pred=1 true=0 t=7, [5] pred=1 true=0 t=4, [10] pred=1 true=0 t=0, [14] pred=1 true=0 t=19, [15] pred=1 true=0 t=7
  Batch  47 | t=[1,19] | loss=1.2741 | acc=7/16 | MISCLASSIFIED: [0] pred=1 true=0 t=11, [1] pred=1 true=0 t=6, [2] pred=1 true=0 t=1, [6] pred=1 true=0 t=7, [7] pred=1 true=0 t=12, [8] pred=1 true=0 t=18, [11] pred=1 true=0 t=12, [12] pred=1 true=0 t=9, [15] pred=1 true=0 t=1
  Batch  48 | t=[0,17] | loss=0.4734 | acc=13/16 | MISCLASSIFIED: [2] pred=1 true=0 t=3, [3] pred=1 true=0 t=4, [14] pred=0 true=1 t=11
  Batch  49 | t=[0,19] | loss=0.4780 | acc=13/16 | MISCLASSIFIED: [2] pred=0 true=1 t=19, [11] pred=1 true=0 t=18, [12] pred=0 true=1 t=9
  Batch  50 | t=[1,19] | loss=0.6341 | acc=9/16 | MISCLASSIFIED: [2] pred=0 true=1 t=19, [4] pred=0 true=1 t=18, [6] pred=0 true=1 t=10, [7] pred=1 true=0 t=18, [8] pred=0 true=1 t=15, [10] pred=0 true=1 t=17, [13] pred=0 true=1 t=10
  Batch  51 | t=[0,19] | loss=1.0622 | acc=8/16 | MISCLASSIFIED: [2] pred=1 true=0 t=10, [5] pred=0 true=1 t=9, [6] pred=0 true=1 t=6, [8] pred=0 true=1 t=13, [10] pred=0 true=1 t=15, [12] pred=0 true=1 t=19, [14] pred=0 true=1 t=14, [15] pred=0 true=1 t=3
  Batch  52 | t=[1,19] | loss=0.5978 | acc=10/16 | MISCLASSIFIED: [3] pred=0 true=1 t=5, [5] pred=1 true=0 t=8, [11] pred=1 true=0 t=11, [12] pred=1 true=0 t=16, [13] pred=0 true=1 t=3, [14] pred=1 true=0 t=16
  Batch  53 | t=[1,19] | loss=0.5120 | acc=13/16 | MISCLASSIFIED: [0] pred=1 true=0 t=4, [3] pred=1 true=0 t=18, [12] pred=1 true=0 t=19
  Batch  54 | t=[1,17] | loss=0.5830 | acc=10/16 | MISCLASSIFIED: [5] pred=1 true=0 t=15, [6] pred=1 true=0 t=1, [7] pred=1 true=0 t=14, [8] pred=0 true=1 t=12, [10] pred=0 true=1 t=11, [11] pred=0 true=1 t=9
  Batch  55 | t=[0,17] | loss=0.6675 | acc=8/16 | MISCLASSIFIED: [3] pred=0 true=1 t=2, [4] pred=0 true=1 t=4, [6] pred=1 true=0 t=12, [7] pred=0 true=1 t=17, [8] pred=1 true=0 t=17, [9] pred=0 true=1 t=0, [10] pred=0 true=1 t=5, [15] pred=0 true=1 t=7
