loss,val_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.4657084482056754,0.5372080206871033,1753011735,,False,1,23ae2_00003,2025-07-20_13-42-15,2334.671220064163,2334.671220064163,38865,Bevans-MacBook-Pro.local,127.0.0.1,2334.671220064163,1
