loss,val_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.6957357459598117,0.6892806172370911,1753014213,,False,1,858ad_00002,2025-07-20_14-23-33,782.4644680023193,782.4644680023193,59410,Mac,127.0.0.1,782.4644680023193,1
