loss,val_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.12423411052940148,0.7914162440733477,1753007994,,False,1,4aa02_00004,2025-07-20_12-39-54,676.3125467300415,676.3125467300415,17628,Bevans-MacBook-Pro.local,127.0.0.1,676.3125467300415,1
